0,0.0,0.0,-0.026041666666666668,-0.09444444444444444,-0.04375,-0.1537037037037037,-0.059375,-0.2,0.026041666666666668,-0.027777777777777776,-0.0020833333333333333,-0.13518518518518519,-0.028125,-0.19444444444444445,-0.052083333333333336,-0.2351851851851852,0.05416666666666667,-0.037037037037037035,0.029166666666666667,-0.1388888888888889,0.005208333333333333,-0.1962962962962963,-0.01875,-0.24074074074074073,0.08541666666666667,-0.027777777777777776,0.07291666666666667,-0.11481481481481481,0.059375,-0.17037037037037037,0.04479166666666667,-0.22037037037037038
0,0.0,0.0,-0.04895833333333333,-0.05555555555555555,-0.08125,-0.08518518518518518,-0.11145833333333334,-0.10925925925925926,0.026041666666666668,-0.046296296296296294,-0.00625,-0.14814814814814814,-0.0375,-0.2,-0.06666666666666667,-0.2351851851851852,0.05625,-0.06111111111111111,0.026041666666666668,-0.1537037037037037,-0.0020833333333333333,-0.20185185185185187,-0.027083333333333334,-0.2388888888888889,0.08854166666666667,-0.05555555555555555,0.07083333333333333,-0.13333333333333333,0.052083333333333336,-0.1814814814814815,0.03229166666666667,-0.2222222222222222
0,0.0,0.0,-0.057291666666666664,-0.037037037037037035,-0.09479166666666666,-0.05555555555555555,-0.12916666666666668,-0.07222222222222222,0.0125,-0.05,-0.051041666666666666,-0.09444444444444444,-0.09166666666666666,-0.10925925925925926,-0.12916666666666668,-0.12222222222222222,0.03854166666666667,-0.08333333333333333,-0.0010416666666666667,-0.16296296296296298,-0.022916666666666665,-0.21666666666666667,-0.04375,-0.2611111111111111,0.07083333333333333,-0.1,0.041666666666666664,-0.17407407407407408,0.017708333333333333,-0.22037037037037038,-0.00625,-0.26481481481481484
0,0.0,0.0,-0.06354166666666666,-0.012962962962962963,-0.10416666666666667,-0.014814814814814815,-0.1375,-0.012962962962962963,0.010416666666666666,-0.05185185185185185,-0.0625,-0.06481481481481481,-0.109375,-0.06111111111111111,-0.15,-0.05925925925925926,0.03333333333333333,-0.0962962962962963,-0.036458333333333336,-0.12037037037037036,-0.08020833333333334,-0.12037037037037036,-0.115625,-0.12037037037037036,0.06666666666666667,-0.13518518518518519,0.028125,-0.19074074074074074,0.023958333333333335,-0.21666666666666667,0.027083333333333334,-0.2388888888888889
0,0.0,0.0,-0.06979166666666667,0.005555555555555556,-0.11458333333333333,0.014814814814814815,-0.15208333333333332,0.020370370370370372,0.00625,-0.06666666666666667,-0.06666666666666667,-0.09259259259259259,-0.11145833333333334,-0.1037037037037037,-0.14895833333333333,-0.1111111111111111,0.026041666666666668,-0.11851851851851852,-0.03854166666666667,-0.1537037037037037,-0.08125,-0.16666666666666666,-0.11666666666666667,-0.17592592592592593,0.05520833333333333,-0.15925925925925927,0.019791666666666666,-0.17777777777777778,0.013541666666666667,-0.17962962962962964,0.0125,-0.1814814814814815
0,0.0,0.0,-0.06770833333333333,0.014814814814814815,-0.109375,0.025925925925925925,-0.14583333333333334,0.03333333333333333,0.004166666666666667,-0.07037037037037037,-0.06979166666666667,-0.08703703703703704,-0.115625,-0.09259259259259259,-0.15416666666666667,-0.0962962962962963,0.021875,-0.1259259259259259,-0.04479166666666667,-0.1537037037037037,-0.08541666666666667,-0.17037037037037037,-0.12083333333333333,-0.18518518518518517,0.05,-0.17222222222222222,0.0010416666666666667,-0.2074074074074074,-0.026041666666666668,-0.2351851851851852,-0.04895833333333333,-0.2574074074074074
0,0.0,0.0,-0.06979166666666667,0.025925925925925925,-0.11145833333333334,0.03888888888888889,-0.14583333333333334,0.044444444444444446,-0.0020833333333333333,-0.06481481481481481,-0.08020833333333334,-0.06111111111111111,-0.12708333333333333,-0.05555555555555555,-0.16458333333333333,-0.053703703703703705,0.010416666666666666,-0.12222222222222222,-0.0625,-0.13703703703703704,-0.10520833333333333,-0.1425925925925926,-0.140625,-0.14629629629629629,0.034375,-0.17777777777777778,-0.019791666666666666,-0.20925925925925926,-0.05416666666666667,-0.22592592592592592,-0.084375,-0.23703703703703705
0,0.0,0.0,-0.071875,0.046296296296296294,-0.115625,0.07407407407407407,-0.153125,0.09444444444444444,-0.003125,-0.06851851851851852,-0.08125,-0.05555555555555555,-0.12916666666666668,-0.044444444444444446,-0.16770833333333332,-0.03333333333333333,0.008333333333333333,-0.12962962962962962,-0.06145833333333333,-0.13703703703703704,-0.103125,-0.13703703703703704,-0.1375,-0.13333333333333333,0.030208333333333334,-0.1925925925925926,-0.025,-0.21481481481481482,-0.06041666666666667,-0.22407407407407406,-0.090625,-0.22592592592592592
0,0.0,0.0,-0.07291666666666667,0.05185185185185185,-0.11666666666666667,0.08518518518518518,-0.15416666666666667,0.1111111111111111,-0.005208333333333333,-0.06481481481481481,-0.08645833333333333,-0.04814814814814815,-0.134375,-0.03518518518518519,-0.17604166666666668,-0.022222222222222223,0.004166666666666667,-0.1259259259259259,-0.06458333333333334,-0.12037037037037036,-0.10729166666666666,-0.11851851851851852,-0.14479166666666668,-0.11481481481481481,0.025,-0.19074074074074074,-0.029166666666666667,-0.20555555555555555,-0.06354166666666666,-0.2111111111111111,-0.09479166666666666,-0.21481481481481482
0,0.0,0.0,-0.071875,0.05185185185185185,-0.11458333333333333,0.08703703703703704,-0.15208333333333332,0.11481481481481481,-0.005208333333333333,-0.06666666666666667,-0.084375,-0.04814814814814815,-0.13333333333333333,-0.03333333333333333,-0.175,-0.018518518518518517,0.004166666666666667,-0.12962962962962962,-0.06458333333333334,-0.12222222222222222,-0.109375,-0.11851851851851852,-0.14791666666666667,-0.1111111111111111,0.023958333333333335,-0.1925925925925926,-0.030208333333333334,-0.20555555555555555,-0.06458333333333334,-0.20925925925925926,-0.09791666666666667,-0.21296296296296297
